transactionId,itemIndex,name,category,qty,price,lineTotal
txn_ta88o5r60urb7mh12oywa7,3,Ketchup 500g,Pantry,3,2360,7080
txn_ta88o5r60urb7mh12oywa7,4,Costillar Cerdo Kg,Meat & Seafood,3,4540,13620
txn_1mgamu6imrme8wnlygw1c,0,Empanada,Bakery,1,2210,2210
txn_56v55z4k773p3dr2bv8tp8,0,Palitos de Ajo,Pantry,1,5480,5480
txn_56v55z4k773p3dr2bv8tp8,1,Bebida 1.5L,Beverages,1,2590,2590
txn_56v55z4k773p3dr2bv8tp8,2,Pizza Mediana Pepperoni,Pantry,2,10920,21840
txn_ohrp57zbfnj3vhyeuj0s87,0,Estacionamiento Horas,Service,1,4980,4980
txn_r593rmzx4y6rh5nkmxuos,0,Viaje Uber Comfort,Service,1,24020,24020
txn_9i609mkulsjdp5eufecija,0,Azúcar 1Kg,Pantry,2,1640,3280
txn_9i609mkulsjdp5eufecija,1,Esponja Pack 3,Cleaning Supplies,1,1150,1150
txn_9i609mkulsjdp5eufecija,2,Merluza Filete Kg,Meat & Seafood,1,9620,9620
txn_9i609mkulsjdp5eufecija,3,Queso Chanco 200g,Dairy & Eggs,1,2650,2650
txn_9i609mkulsjdp5eufecija,4,Leche Semidescremada 1L,Dairy & Eggs,3,1530,4590
txn_9i609mkulsjdp5eufecija,5,Harina 1Kg,Pantry,3,1140,3420
txn_9i609mkulsjdp5eufecija,6,Chuleta de Cerdo Kg,Meat & Seafood,1,6730,6730
txn_9i609mkulsjdp5eufecija,7,Sal 1Kg,Pantry,3,740,2220
txn_9i609mkulsjdp5eufecija,8,Pepino Unidad,Produce,3,710,2130
txn_9i609mkulsjdp5eufecija,9,Longaniza Kg,Meat & Seafood,2,7070,14140
txn_9i609mkulsjdp5eufecija,10,Papa Kg,Produce,2,1140,2280
txn_9i609mkulsjdp5eufecija,11,Choclo Unidad,Produce,2,770,1540
txn_9i609mkulsjdp5eufecija,12,Hallulla Pack 6,Bakery,2,1340,2680
txn_yel3eauvxmtel3say8l5uv,0,Bebida 500ml,Beverages,2,1960,3920
txn_yel3eauvxmtel3say8l5uv,1,Papas Fritas Grande,Pantry,2,3980,7960
txn_r7ikyz3dhes2ohvgw0zhlv,0,Frutas Surtidas Kg,Produce,2,3360,6720
txn_r7ikyz3dhes2ohvgw0zhlv,1,Huevos Campo 30u,Dairy & Eggs,3,7180,21540
txn_ge5fkp4tprglzkj1qd9znj,0,Tierra de Hoja,Garden,3,8030,24090
txn_1zhzg1raa8w1q09o0elj9c,0,Viaje Uber Comfort,Service,1,6420,6420
txn_0ee0pxi9hkaaft0wixoon98,0,"Smart TV 50""",Electronics,1,322020,322020
txn_9q6bhtyiu978s8uafrpol,0,Carne Molida Kg,Meat & Seafood,3,7260,21780
txn_9q6bhtyiu978s8uafrpol,1,Yogurt Pack 4,Dairy & Eggs,3,2750,8250
txn_9q6bhtyiu978s8uafrpol,2,Vino Tinto 750ml,Alcohol,2,9350,18700
txn_9q6bhtyiu978s8uafrpol,3,Salmón Filete Kg,Meat & Seafood,1,19720,19720
txn_d7ezl42b47axk6xmbqtjwr,0,Bencina 93 Litros,Automotive,39,1170,45630
txn_ixjdy5r3suab826on29fvl,0,Carga Bip!,Service,1,6110,6110
txn_9v5fhx5r80dkhtdxef3x3p,0,Bencina 93 Litros,Automotive,47,1110,52170
txn_89pvep3j37x3r3ds2lsii,0,Legumbres 1Kg,Pantry,1,2620,2620
txn_89pvep3j37x3r3ds2lsii,1,Ketchup 500g,Pantry,1,2180,2180
txn_89pvep3j37x3r3ds2lsii,2,Leche Cultivada 1L,Dairy & Eggs,2,1500,3000
txn_89pvep3j37x3r3ds2lsii,3,Pimentón Kg,Produce,2,2010,4020
txn_jxm86vprs3r2leo7lf0pjt,0,Snack Tienda,Snacks,2,1790,3580
txn_jxm86vprs3r2leo7lf0pjt,1,Lavado Auto,Service,1,6000,6000
txn_jxm86vprs3r2leo7lf0pjt,2,Bencina 93 Litros,Automotive,29,1150,33350
txn_jxm86vprs3r2leo7lf0pjt,3,Agua Botella,Beverages,1,1190,1190
txn_vo4hxxzxfxqtqc2euhiim,0,Bencina 93 Litros,Automotive,33,1220,40260
txn_kfio209x31kbldv7gsc99,0,Sake 300ml,Alcohol,2,11510,23020
txn_t82s1f8s8t7uelrplomac,0,Cloro 1L,Cleaning Supplies,3,1340,4020
txn_t82s1f8s8t7uelrplomac,1,Pepino Unidad,Produce,3,780,2340
txn_t82s1f8s8t7uelrplomac,2,Sal 1Kg,Pantry,1,510,510
txn_t82s1f8s8t7uelrplomac,3,Choclo Unidad,Produce,2,790,1580
txn_t82s1f8s8t7uelrplomac,4,Merluza Filete Kg,Meat & Seafood,2,7350,14700
txn_c0omwpfmp17kjyosgdq1hk,0,Aceite Motor,Automotive,1,13230,13230
txn_02kbyf5s5rvhhjdxz6m74n,0,Espárragos Atado,Produce,3,4370,13110
txn_02kbyf5s5rvhhjdxz6m74n,1,Quinoa 500g,Pantry,3,4200,12600
txn_5yuh3rj67uux2ncy85w9gc,0,Harina 1Kg,Pantry,1,1140,1140
txn_5yuh3rj67uux2ncy85w9gc,1,Esponja Pack 3,Cleaning Supplies,1,1680,1680
txn_5yuh3rj67uux2ncy85w9gc,2,Hallulla Pack 6,Bakery,3,1500,4500
txn_5yuh3rj67uux2ncy85w9gc,3,Choclo Unidad,Produce,1,750,750
txn_5yuh3rj67uux2ncy85w9gc,4,Huevos 15u,Dairy & Eggs,2,4980,9960
txn_5yuh3rj67uux2ncy85w9gc,5,Longaniza Kg,Meat & Seafood,3,7560,22680
txn_xfpviyblpu5jfo5djedab,0,Naranja Kg,Produce,3,1740,5220
txn_xfpviyblpu5jfo5djedab,1,Jamón Cocido 200g,Meat & Seafood,2,3500,7000
txn_xfpviyblpu5jfo5djedab,2,Cebolla Kg,Produce,1,1270,1270
txn_xfpviyblpu5jfo5djedab,3,Jugo en Polvo Pack 8,Beverages,1,3400,3400
txn_xfpviyblpu5jfo5djedab,4,Pollo Trutro Kg,Meat & Seafood,1,3100,3100
txn_xfpviyblpu5jfo5djedab,5,Aceite Maravilla 1L,Pantry,1,2950,2950
txn_xfpviyblpu5jfo5djedab,6,Limón Kg,Produce,1,2070,2070
txn_xfpviyblpu5jfo5djedab,7,Tallarines 500g,Pantry,2,920,1840
txn_xfpviyblpu5jfo5djedab,8,Arroz Grado 2 Kg,Pantry,1,1570,1570
txn_xfpviyblpu5jfo5djedab,9,Huevos 30u,Dairy & Eggs,1,7490,7490
txn_xfpviyblpu5jfo5djedab,10,Mantequilla 250g,Dairy & Eggs,1,3910,3910
txn_xfpviyblpu5jfo5djedab,11,Zanahoria Kg,Produce,1,860,860
txn_xfpviyblpu5jfo5djedab,12,Asado Carnicero Kg,Meat & Seafood,1,8180,8180
txn_xfpviyblpu5jfo5djedab,13,Lavaloza 750ml,Cleaning Supplies,1,2410,2410
txn_xfpviyblpu5jfo5djedab,14,Té Caja 100u,Beverages,2,3190,6380
txn_xfpviyblpu5jfo5djedab,15,Servilletas 100u,Household,2,1780,3560
txn_xfpviyblpu5jfo5djedab,16,Leche Descremada 1L,Dairy & Eggs,2,1250,2500
txn_xfpviyblpu5jfo5djedab,17,Reineta Filete Kg,Meat & Seafood,2,11010,22020
txn_behpmnu0a4z6snte6u49c,0,Bencina 95 Litros,Automotive,1,1190,1190
txn_5gse3w1h1v7bg0on2xrzm,0,Kuchen,Bakery,1,2300,2300
txn_5gse3w1h1v7bg0on2xrzm,1,Pan Fresco Kg,Bakery,3,1540,4620
txn_rdw6qspw0lnx0tuapnm5mn,0,Helado 1L,Frozen Foods,2,5810,11620
txn_rdw6qspw0lnx0tuapnm5mn,1,Tomate Kg,Produce,1,1630,1630
txn_rdw6qspw0lnx0tuapnm5mn,2,Pizza Congelada,Frozen Foods,3,5840,17520
txn_rdw6qspw0lnx0tuapnm5mn,3,Café Molido 250g,Beverages,2,5960,11920
txn_rdw6qspw0lnx0tuapnm5mn,4,Manzana Royal Kg,Produce,3,2400,7200
txn_rdw6qspw0lnx0tuapnm5mn,5,Salmón Filete Kg,Meat & Seafood,2,15520,31040
txn_rdw6qspw0lnx0tuapnm5mn,6,Carne Molida Kg,Meat & Seafood,3,8740,26220
txn_quxm6hom0gcfzvzbxn6crj,0,Pimentón Kg,Produce,2,2650,5300
txn_quxm6hom0gcfzvzbxn6crj,1,Atún Lata 170g,Pantry,1,2860,2860
txn_quxm6hom0gcfzvzbxn6crj,2,Mayonesa 500g,Pantry,3,2520,7560
txn_quxm6hom0gcfzvzbxn6crj,3,Leche Cultivada 1L,Dairy & Eggs,3,1440,4320
txn_quxm6hom0gcfzvzbxn6crj,4,Marraqueta Kg,Bakery,2,1970,3940
txn_quxm6hom0gcfzvzbxn6crj,5,Ketchup 500g,Pantry,3,2670,8010
txn_phboat0p9q6kvrqcxskk7,0,Bencina 95 Litros,Automotive,22,1190,26180
txn_phboat0p9q6kvrqcxskk7,1,Lavado Auto,Service,2,8440,16880
txn_phboat0p9q6kvrqcxskk7,2,Agua Botella,Beverages,2,1300,2600
txn_phboat0p9q6kvrqcxskk7,3,Snack Tienda,Snacks,1,2520,2520
txn_8bl4p1bdt164lloav90g24,0,Huevos Campo 30u,Dairy & Eggs,1,7620,7620
txn_8bl4p1bdt164lloav90g24,1,Verduras Surtidas Kg,Produce,3,2300,6900
txn_z6umib3mrbm0wkrlaie3,0,Tomate Kg,Produce,2,1770,3540
txn_z6umib3mrbm0wkrlaie3,1,Palta Hass Kg,Produce,1,5610,5610
txn_z6umib3mrbm0wkrlaie3,2,Café Molido 250g,Beverages,1,5580,5580
txn_z6umib3mrbm0wkrlaie3,3,Fideos 400g,Pantry,2,1250,2500
txn_z6umib3mrbm0wkrlaie3,4,Huevos Docena,Dairy & Eggs,3,4010,12030
txn_z6umib3mrbm0wkrlaie3,5,Pan Molde Integral,Bakery,2,2010,4020
txn_z6umib3mrbm0wkrlaie3,6,Carne Molida Kg,Meat & Seafood,1,7400,7400
txn_z6umib3mrbm0wkrlaie3,7,Pollo Entero Kg,Meat & Seafood,2,3340,6680
txn_z6umib3mrbm0wkrlaie3,8,Papel Higiénico 12u,Household,2,7920,15840
txn_iu7chbzte6mf8nky739t,0,Leche Semidescremada 1L,Dairy & Eggs,3,1420,4260
txn_iu7chbzte6mf8nky739t,1,Choclo Unidad,Produce,3,910,2730
txn_iu7chbzte6mf8nky739t,2,Hallulla Pack 6,Bakery,3,1540,4620
txn_iu7chbzte6mf8nky739t,3,Queso Chanco 200g,Dairy & Eggs,3,2890,8670
txn_0k6o66fu11tbi3amq525wk9,0,Bebida 2L,Beverages,1,3270,3270
txn_x428a7wk3gezq2q8ygou6k,0,Ajo Cabeza,Produce,2,430,860
txn_x428a7wk3gezq2q8ygou6k,1,Atún Lata 170g,Pantry,1,2970,2970
txn_x428a7wk3gezq2q8ygou6k,2,Cilantro Atado,Produce,1,580,580
txn_x428a7wk3gezq2q8ygou6k,3,Pimentón Kg,Produce,3,2010,6030
txn_x428a7wk3gezq2q8ygou6k,4,Costillar Cerdo Kg,Meat & Seafood,2,5060,10120
txn_x428a7wk3gezq2q8ygou6k,5,Huevos 6u,Dairy & Eggs,2,2460,4920
txn_x428a7wk3gezq2q8ygou6k,6,Marraqueta Kg,Bakery,3,1610,4830
txn_x428a7wk3gezq2q8ygou6k,7,Chorizo Parrillero Kg,Meat & Seafood,3,7070,21210
txn_pta69i276ejuttkynjomym,0,TV Cable,Service,1,21400,21400
txn_lhkbbq8oceqjudjkun034a,0,Estacionamiento Horas,Service,1,2220,2220
txn_aelfqhw4dffvxeu9t53pjl,0,Suscripción Familiar,Service,1,8490,8490
txn_0vf94re4mp7my51londt7,0,Bebida 1.5L,Beverages,1,2540,2540
txn_0vf94re4mp7my51londt7,1,Palitos de Ajo,Pantry,1,5420,5420
txn_0vf94re4mp7my51londt7,2,Pizza Grande Hawaiana,Pantry,1,17050,17050
txn_eex7ykpe1eiehx0lu51lq6,0,Recarga Prepago,Service,2,14800,29600
txn_jen2wybugyekfuzzpgfho,0,Leche Entera 6 Pack,Dairy & Eggs,2,8800,17600
txn_jen2wybugyekfuzzpgfho,1,Queso Parmesano 200g,Dairy & Eggs,1,5250,5250
txn_jen2wybugyekfuzzpgfho,2,Quinoa 500g,Pantry,3,3220,9660
txn_jen2wybugyekfuzzpgfho,3,Champiñones 200g,Produce,2,2000,4000
txn_jen2wybugyekfuzzpgfho,4,Aceite Oliva 500ml,Pantry,3,7260,21780
txn_jen2wybugyekfuzzpgfho,5,Pan Pita Pack 8,Bakery,1,2380,2380
txn_snd7807if1z89pnio2z6,0,Pimentón Kg,Produce,3,2680,8040
txn_snd7807if1z89pnio2z6,1,Atún Lata 170g,Pantry,2,2780,5560
txn_snd7807if1z89pnio2z6,2,Legumbres 1Kg,Pantry,1,2270,2270
txn_snd7807if1z89pnio2z6,3,Huevos 6u,Dairy & Eggs,1,2470,2470
txn_snd7807if1z89pnio2z6,4,Marraqueta Kg,Bakery,2,1700,3400
txn_snd7807if1z89pnio2z6,5,Chorizo Parrillero Kg,Meat & Seafood,2,5570,11140
txn_snd7807if1z89pnio2z6,6,Ketchup 500g,Pantry,3,2250,6750
txn_snd7807if1z89pnio2z6,7,Costillar Cerdo Kg,Meat & Seafood,1,5430,5430
txn_0jc4b7fzsssdeuyy1lmjwt,0,Camiseta Básica,Clothing,1,9350,9350
txn_0jc4b7fzsssdeuyy1lmjwt,1,Vestido Verano,Clothing,1,34870,34870
txn_0jc4b7fzsssdeuyy1lmjwt,2,Short,Clothing,2,18070,36140
txn_6aiuq4x4g4rvrql5c6c7ac,0,Bencina 93 Litros,Automotive,30,1090,32700
txn_6t8jdozpad7vykfq5wuskh,0,Verduras Surtidas Kg,Produce,2,2070,4140
txn_6t8jdozpad7vykfq5wuskh,1,Huevos Campo 30u,Dairy & Eggs,2,6730,13460
txn_5u37wrxivcbvg8msh1yjwd,0,Pepino Unidad,Produce,3,870,2610
txn_5u37wrxivcbvg8msh1yjwd,1,Hallulla Pack 6,Bakery,2,1760,3520
txn_5u37wrxivcbvg8msh1yjwd,2,Crema 200ml,Dairy & Eggs,1,1580,1580
txn_5u37wrxivcbvg8msh1yjwd,3,Leche Semidescremada 1L,Dairy & Eggs,1,1640,1640
txn_5u37wrxivcbvg8msh1yjwd,4,Esponja Pack 3,Cleaning Supplies,1,1140,1140
txn_5u37wrxivcbvg8msh1yjwd,5,Harina 1Kg,Pantry,2,1100,2200
txn_5u37wrxivcbvg8msh1yjwd,6,Chuleta de Cerdo Kg,Meat & Seafood,1,5080,5080
txn_5u37wrxivcbvg8msh1yjwd,7,Queso Chanco 200g,Dairy & Eggs,2,3010,6020
txn_1lbc17q7yhb4zcp1ovafet,0,Servilletas 100u,Household,2,1960,3920
txn_1lbc17q7yhb4zcp1ovafet,1,Zanahoria Kg,Produce,3,980,2940
txn_1lbc17q7yhb4zcp1ovafet,2,Pollo Trutro Kg,Meat & Seafood,3,3130,9390
txn_1lbc17q7yhb4zcp1ovafet,3,Tallarines 500g,Pantry,3,1160,3480
txn_1lbc17q7yhb4zcp1ovafet,4,Jugo en Polvo Pack 8,Beverages,3,4410,13230
txn_68ao4l728krreuuoduupu,0,Helado Cono,Snacks,1,710,710
txn_68ao4l728krreuuoduupu,1,McPollo,Pantry,1,5020,5020
txn_rbfc84q9xkgv8s5i1f0yj,0,Papas Fritas Grande,Pantry,3,3960,11880
txn_1qyjn8rbto5c4vspglzrj,0,Viaje Uber Comfort,Service,2,6290,12580
txn_ux35ljlq9pih2reoh9jtmr,0,Pan Fresco Kg,Bakery,3,2110,6330
txn_7jn12pvh4yph9abbr0wqm6,0,Estacionamiento Horas,Service,1,7540,7540
txn_09nyl7h4967dzsblp75rics,0,Cilantro Atado,Produce,3,640,1920
txn_09nyl7h4967dzsblp75rics,1,Legumbres 1Kg,Pantry,1,2600,2600
txn_09nyl7h4967dzsblp75rics,2,Mayonesa 500g,Pantry,2,2880,5760
txn_09nyl7h4967dzsblp75rics,3,Chorizo Parrillero Kg,Meat & Seafood,3,6550,19650
txn_6zbb0urq6nvmdoq090a2o,0,Papas Fritas Grande,Pantry,2,3960,7920
txn_6zbb0urq6nvmdoq090a2o,1,Completo Italiano,Pantry,1,3500,3500
txn_90g3wel3q95n27cy85rab8,0,Viaje Cabify,Service,1,16210,16210
txn_up5w7g2mypvib12srrei,0,Servilletas 100u,Household,1,1600,1600
txn_up5w7g2mypvib12srrei,1,Naranja Kg,Produce,1,2300,2300
txn_up5w7g2mypvib12srrei,2,Jugo en Polvo Pack 8,Beverages,1,3010,3010
txn_up5w7g2mypvib12srrei,3,Asado Carnicero Kg,Meat & Seafood,2,8030,16060
txn_up5w7g2mypvib12srrei,4,Zanahoria Kg,Produce,2,1240,2480
txn_2q5mda00tqilbrhgfye7hi,0,Azúcar 1Kg,Pantry,1,1460,1460
txn_2q5mda00tqilbrhgfye7hi,1,Cloro 1L,Cleaning Supplies,2,1220,2440
txn_2q5mda00tqilbrhgfye7hi,2,Sal 1Kg,Pantry,1,790,790
txn_2q5mda00tqilbrhgfye7hi,3,Choclo Unidad,Produce,3,820,2460
txn_2q5mda00tqilbrhgfye7hi,4,Chuleta de Cerdo Kg,Meat & Seafood,3,5020,15060
txn_2q5mda00tqilbrhgfye7hi,5,Longaniza Kg,Meat & Seafood,2,6700,13400
txn_2q5mda00tqilbrhgfye7hi,6,Queso Chanco 200g,Dairy & Eggs,3,3380,10140
txn_u6fypk2nunlzy35c4uutd,0,Completo Italiano,Pantry,3,4100,12300
txn_u6fypk2nunlzy35c4uutd,1,Papas Fritas Grande,Pantry,2,3880,7760
txn_bvw3en2dvh9xd43ft7o2,0,Vino Copa,Alcohol,2,6630,13260
txn_bvw3en2dvh9xd43ft7o2,1,Pisco Sour,Alcohol,3,6000,18000
txn_bvw3en2dvh9xd43ft7o2,2,Cazuela de Ave,Pantry,1,12360,12360
txn_bvw3en2dvh9xd43ft7o2,3,Postre del Día,Snacks,1,6930,6930
txn_bvw3en2dvh9xd43ft7o2,4,Pastel de Choclo,Pantry,1,15560,15560
txn_0dethu9ap1zxnce2helv9,0,Viaje UberX,Service,1,5220,5220
txn_0dethu9ap1zxnce2helv9,1,Viaje Uber Comfort,Service,3,5690,17070
txn_4k8k6iqhvnvrx9765yrtf,0,Viaje UberX,Service,1,11530,11530
txn_05srr03uo6lvg99lxy5ecyg,0,Merluza Filete Kg,Meat & Seafood,3,7040,21120
txn_05srr03uo6lvg99lxy5ecyg,1,Choclo Unidad,Produce,2,710,1420
txn_05srr03uo6lvg99lxy5ecyg,2,Sal 1Kg,Pantry,2,720,1440
txn_05srr03uo6lvg99lxy5ecyg,3,Esponja Pack 3,Cleaning Supplies,2,1080,2160
txn_05srr03uo6lvg99lxy5ecyg,4,Longaniza Kg,Meat & Seafood,2,7190,14380
txn_uerfccqgdfak9a5qxqqg4,0,Frappuccino,Beverages,1,5430,5430
txn_uerfccqgdfak9a5qxqqg4,1,Muffin Arándanos,Bakery,1,3210,3210
txn_uerfccqgdfak9a5qxqqg4,2,Croissant,Bakery,1,2710,2710
txn_oc14lcd029eunmj1m7l6e,0,Estacionamiento Horas,Service,1,3680,3680
txn_nq6cy2b0cv9g5l8c5p36i,0,Carga Bip!,Service,1,3050,3050
txn_qyq367gf3b8fv749rdzhg,0,Empanada,Bakery,1,2440,2440
txn_qyq367gf3b8fv749rdzhg,1,Kuchen,Bakery,1,2280,2280
txn_org6ajwftgb286clf9wm41,0,Macetero Grande,Garden,2,29690,59380
txn_0t0w3ol2cpcoo2ahpkquga,0,Huevos 6u,Dairy & Eggs,3,2310,6930
txn_0t0w3ol2cpcoo2ahpkquga,1,Chorizo Parrillero Kg,Meat & Seafood,1,6920,6920
txn_0t0w3ol2cpcoo2ahpkquga,2,Cilantro Atado,Produce,1,670,670
txn_0t0w3ol2cpcoo2ahpkquga,3,Marraqueta Kg,Bakery,3,1490,4470
txn_0t0w3ol2cpcoo2ahpkquga,4,Mayonesa 500g,Pantry,1,3170,3170
txn_emnlufbpa9doacq8mloo1q,0,Snack Tienda,Snacks,1,2340,2340
txn_emnlufbpa9doacq8mloo1q,1,Agua Botella,Beverages,1,1030,1030
txn_emnlufbpa9doacq8mloo1q,2,Lavado Auto,Service,3,7120,21360
txn_p866ed3izesmy2zsyq3og,0,Viaje Cabify Lite,Service,1,5740,5740
txn_1zx7x278zi2h8djaik6qqn,0,Plan Móvil,Service,1,25400,25400
txn_bs5409h021t25alqt343i,0,Torta Porción,Bakery,1,3260,3260
txn_g2zj7rfdazts5cla8ffqf8,0,Viaje UberX,Service,1,5500,5500
txn_2iq88ppwgmkr7mjo8mcj3,0,Diesel Litros,Automotive,50,1110,55500
txn_djtyxqkcxmkl5y4kmm1ay,0,Agua Potable Mes,Service,1,28480,28480
txn_tyt8dgrhikg35qb04enrw,0,Huevos Campo 30u,Dairy & Eggs,2,6160,12320
txn_f9uiej3p3xnud33hto267,0,Champiñones 200g,Produce,3,2560,7680
txn_f9uiej3p3xnud33hto267,1,Pavo Pechuga Kg,Meat & Seafood,3,9550,28650
txn_lbfj0m0c4iycwwnnoa9w,0,Tierra de Hoja,Garden,3,5680,17040
txn_lbfj0m0c4iycwwnnoa9w,1,Macetero Grande,Garden,2,26160,52320
txn_avd9mbvltykfyorgmp03w5,0,Agua Potable Mes,Service,1,39850,39850
txn_uy6e6z7rcxt1vim3gbg2n,0,Aceite Oliva 500ml,Pantry,3,7020,21060
txn_uy6e6z7rcxt1vim3gbg2n,1,Camarones Kg,Meat & Seafood,1,14610,14610
txn_dj7a15slyyojtfndr556zi,0,Aceite Motor,Automotive,1,12190,12190
txn_dj7a15slyyojtfndr556zi,1,Bencina 93 Litros,Automotive,29,1160,33640
txn_5ri2wk8i4ou2k1gq09u1tq,0,Tallarines 500g,Pantry,3,980,2940
txn_5ri2wk8i4ou2k1gq09u1tq,1,Pollo Trutro Kg,Meat & Seafood,3,3960,11880
txn_5ri2wk8i4ou2k1gq09u1tq,2,Leche Descremada 1L,Dairy & Eggs,3,1240,3720
txn_5ri2wk8i4ou2k1gq09u1tq,3,Jamón Cocido 200g,Meat & Seafood,3,3770,11310
txn_5ri2wk8i4ou2k1gq09u1tq,4,Mantequilla 250g,Dairy & Eggs,2,3310,6620
txn_5ri2wk8i4ou2k1gq09u1tq,5,Jugo en Polvo Pack 8,Beverages,2,4470,8940
txn_5ri2wk8i4ou2k1gq09u1tq,6,Naranja Kg,Produce,1,2440,2440
txn_5ri2wk8i4ou2k1gq09u1tq,7,Asado Carnicero Kg,Meat & Seafood,3,9450,28350
txn_gmuvgsbctpgn9r9f5srke9,0,Pescado Fresco Kg,Meat & Seafood,2,6130,12260
txn_gmuvgsbctpgn9r9f5srke9,1,Huevos Campo 30u,Dairy & Eggs,2,7900,15800
txn_p18zdp8j7gznsqbd3y9i,0,Lavaloza 750ml,Cleaning Supplies,3,2160,6480
txn_p18zdp8j7gznsqbd3y9i,1,Aceite Maravilla 1L,Pantry,3,2940,8820
txn_p18zdp8j7gznsqbd3y9i,2,Tallarines 500g,Pantry,3,1150,3450
txn_p18zdp8j7gznsqbd3y9i,3,Jamón Cocido 200g,Meat & Seafood,1,3450,3450
txn_p18zdp8j7gznsqbd3y9i,4,Té Caja 100u,Beverages,1,2520,2520
txn_p18zdp8j7gznsqbd3y9i,5,Limón Kg,Produce,1,2980,2980
txn_p18zdp8j7gznsqbd3y9i,6,Cebolla Kg,Produce,2,970,1940
txn_p18zdp8j7gznsqbd3y9i,7,Asado Carnicero Kg,Meat & Seafood,2,10000,20000
txn_j865x8doh7o09qgbfh0vdz,0,Bebida Grande,Beverages,3,3920,11760
txn_j865x8doh7o09qgbfh0vdz,1,Combo Popcorn Grande,Snacks,1,9220,9220
txn_nm0wsafe6dpy0l8fbv2il,0,Carga Bip!,Service,1,4990,4990
txn_13xmcptpnbacmtjac6q0fwa,0,Cilantro Atado,Produce,3,690,2070
txn_13xmcptpnbacmtjac6q0fwa,1,Leche Cultivada 1L,Dairy & Eggs,1,1530,1530
txn_13xmcptpnbacmtjac6q0fwa,2,Marraqueta Kg,Bakery,1,1910,1910
txn_13xmcptpnbacmtjac6q0fwa,3,Pimentón Kg,Produce,3,2710,8130
txn_13xmcptpnbacmtjac6q0fwa,4,Chorizo Parrillero Kg,Meat & Seafood,3,6930,20790
txn_13xmcptpnbacmtjac6q0fwa,5,Huevos 6u,Dairy & Eggs,3,2000,6000
txn_aypstvguqnpxjqclst9e,0,Cappuccino Grande,Beverages,2,3840,7680
txn_pfmddlhv549p1pdt55eb0l,0,Viaje UberX,Service,2,5330,10660
txn_bmq0el7e1qh0l5dddi5uyc,0,Torta Porción,Bakery,1,2780,2780
txn_vf1tyn1k1wp204m5xqx0d,0,Cappuccino Grande,Beverages,3,4130,12390
txn_s2oh8fxw1sgq2g0y9u93k,0,Plan Premium,Service,1,12990,12990
txn_bm4sa2l1zir97ce0hvewa,0,Queso Mantecoso Kg,Dairy & Eggs,3,10410,31230
txn_bm4sa2l1zir97ce0hvewa,1,Palta Hass Kg,Produce,3,8730,26190
txn_ku6q7ts7f6qzaxvhv1e7os,0,Agua Botella,Beverages,2,1270,2540
txn_ku6q7ts7f6qzaxvhv1e7os,1,Snack Tienda,Snacks,1,1600,1600
txn_ku6q7ts7f6qzaxvhv1e7os,2,Lavado Auto,Service,3,8370,25110
txn_ku6q7ts7f6qzaxvhv1e7os,3,Bencina 95 Litros,Automotive,42,1190,49980
txn_8dwv125vkk3zioibshvn8b,0,Helado Cono,Snacks,2,870,1740
txn_8dwv125vkk3zioibshvn8b,1,McPollo,Pantry,2,5210,10420
txn_8dwv125vkk3zioibshvn8b,2,McNuggets 10,Pantry,1,5320,5320
txn_rn98xguij8g7hxbfeuk4,0,Plan Salud Mensual,Service,1,148880,148880
txn_rg0e62ui0qcv3m7b01pym,0,Huevos Campo 30u,Dairy & Eggs,1,6670,6670
txn_rg0e62ui0qcv3m7b01pym,1,Frutas Surtidas Kg,Produce,1,3080,3080
txn_rg0e62ui0qcv3m7b01pym,2,Queso Fresco Kg,Dairy & Eggs,1,9360,9360
txn_rg0e62ui0qcv3m7b01pym,3,Verduras Surtidas Kg,Produce,1,2410,2410
txn_rg0e62ui0qcv3m7b01pym,4,Pescado Fresco Kg,Meat & Seafood,3,6090,18270
txn_751myvkwjqb9gbfbk6pqs6,0,Legumbres 1Kg,Pantry,2,2400,4800
txn_751myvkwjqb9gbfbk6pqs6,1,Ketchup 500g,Pantry,1,2880,2880
txn_751myvkwjqb9gbfbk6pqs6,2,Huevos 6u,Dairy & Eggs,3,2460,7380
txn_751myvkwjqb9gbfbk6pqs6,3,Pimentón Kg,Produce,3,3310,9930
txn_obxj13nbfzqmqa88kmjlip,0,Bebida 500ml,Beverages,2,1650,3300
txn_obxj13nbfzqmqa88kmjlip,1,Completo Italiano,Pantry,3,3660,10980
txn_obxj13nbfzqmqa88kmjlip,2,Papas Fritas Grande,Pantry,2,3150,6300
txn_bazddzwsy5r0hk1t33deneg,0,Plan Móvil,Service,1,20590,20590
txn_gqnczb594bsptzuyp3v88,0,Longaniza Kg,Meat & Seafood,3,7190,21570
txn_kqgkglpkskuz0g919ouqi,0,Bencina 95 Litros,Automotive,24,1220,29280
txn_kqgkglpkskuz0g919ouqi,1,Snack Tienda,Snacks,2,2060,4120
txn_rkuoxr036gc5x9qrb0at9,0,Kuchen,Bakery,2,2010,4020
txn_rkuoxr036gc5x9qrb0at9,1,Torta Porción,Bakery,1,3970,3970
txn_fhq7ndt1lt3kqbr2r4f5x,0,Torta Porción,Bakery,2,2600,5200
txn_aesfavxtvhwomtfz135xp,0,Queso Parmesano 200g,Dairy & Eggs,3,6980,20940
